id,area_code,int_area_code,Count_of_area,Count_of_broadband_type,broadband_type,bb_type,outage_type,Count_of_transit_server_type,server_type,transit_type,log_report,count_of_log,Sum_of_logs,Count_of_log_report_type,sum_area_vol,Average_of_Volume_frm_area,StdDev_of_Volume_frm_area,Min_of_Volume_frm_area,Max_of_Volume_frm_area,Median_of_Volume_frm_area,Sum_of_volume,Average_of_volume,StdDev_of_volume,Min_of_volume,Max_of_volume,Median_of_volume,outage_duration
1542,457,457,10,1,_2,only 2,2,2,_34_35,only 34&35,_313_316_232_233_315_236_312,2145,1957,7,28,4,3,0,10,5,61,9,11,1,25,2,0
5343,457,457,10,1,_2,only 2,2,2,_34_35,only 34&35,_315_235,1495,550,2,20,10,0,10,10,10,2,1,0,1,1,1,0
11318,457,457,10,1,_2,only 2,2,2,_35_34,only 34&35,_233_312_315_316_313_235_232,1901,1956,7,18,3,2,0,5,3,86,12,16,2,35,3,0
11402,457,457,10,1,_2,only 2,2,2,_35_34,only 34&35,_236_232_315_316_307_312_227_233_313,94,2491,9,44,5,4,0,10,5,104,12,18,1,45,2,0
15014,457,457,10,1,_2,only 2,2,2,_34_35,only 34&35,_232_315_316_312_235_233_313,4754,1956,7,43,6,5,1,10,10,45,6,8,1,19,1,0
18452,457,457,10,1,_2,only 2,2,2,_34_35,only 34&35,_313_235_232_312_315_233,2145,1640,6,10,2,1,1,3,2,44,7,4,4,14,7,0
682,455,455,4,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,1,1,0,1,1,1,14,7,0,7,7,7,0
4446,455,455,4,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,8,4,0,4,4,4,2,1,0,1,1,1,0
17319,455,455,4,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,1,0,0,0,0,0,30,15,0,15,15,15,0
16661,453,453,1,1,_2,only 2,1,2,_21_35,others,_135_301,126,436,2,2,1,0,1,1,1,2,1,0,1,1,1,0
44,451,451,9,1,_2,only 2,2,2,_35_34,only 34&35,_233_313,1901,546,2,1,0,0,0,0,0,56,28,0,28,28,28,0
1217,451,451,9,1,_2,only 2,2,2,_35_34,only 34&35,_313_233_234_308_309_229_314_228,2145,2168,8,33,4,3,0,9,4,87,11,16,1,39,3,0
2807,451,451,9,1,_2,only 2,1,3,_35_20_34,others,_221_219_134_301,235,875,4,36,9,0,9,9,9,4,1,0,1,1,1,0
12711,451,451,9,1,_2,only 2,2,2,_35_34,only 34&35,_313_312_233_232,2145,1090,4,5,1,1,1,2,1,34,9,4,5,12,9,0
14608,451,451,9,1,_2,only 2,2,2,_35_34,only 34&35,_233_313,1901,546,2,1,0,0,0,0,0,46,23,1,22,24,23,0
15223,451,451,9,1,_2,only 2,2,2,_34_35,only 34&35,_233_313,1901,546,2,1,1,0,0,1,1,36,18,1,17,19,18,0
5888,450,450,9,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,9,5,0,5,5,5,4,2,0,2,2,2,0
7961,450,450,9,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,18,9,0,9,9,9,2,1,0,1,1,1,0
8103,450,450,9,1,_2,only 2,2,2,_34_35,only 34&35,_312_307_232_315_227_236_316_235,5267,2180,8,51,6,4,2,9,9,20,3,2,1,6,1,0
14688,450,450,9,1,_2,only 2,2,2,_34_35,only 34&35,_310_230_228_308,399,1076,4,32,8,2,5,9,9,5,1,1,1,2,1,0
15807,450,450,9,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,6,3,0,3,3,3,6,3,0,3,3,3,0
16798,450,450,9,1,_2,only 2,2,2,_34_35,only 34&35,_315_232_236_312_316,1495,1411,5,29,6,3,2,9,5,10,2,1,1,4,2,0
1094,448,448,7,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,4,2,0,2,2,2,7,4,1,3,4,4,0
1210,448,448,7,1,_2,only 2,1,3,_34_35_20,others,_232_301_219_134_312,4754,1198,5,28,6,2,4,7,7,7,1,1,1,2,1,0
8755,448,448,7,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,3,1,0,1,1,1,10,5,0,5,5,5,1
13069,448,448,7,1,_2,only 2,2,2,_35_34,only 34&35,_312_227_307_232,5267,1078,4,28,7,0,7,7,7,4,1,0,1,1,1,0
14023,448,448,7,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,4,2,1,1,2,2,8,4,1,3,5,4,0
17624,448,448,7,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,11,5,2,4,7,5,3,2,1,1,2,2,0
6910,447,447,4,1,_2,only 2,4,1,_35,only 35,_312_313_315,5267,940,3,12,4,0,4,4,4,3,1,0,1,1,1,0
7048,447,447,4,1,_2,only 2,1,3,_20_34_35,others,_227_219_134_232_301_307_312,1080,1732,7,18,3,1,1,4,2,17,2,2,1,5,2,1
9207,447,447,4,1,_2,only 2,2,2,_35_34,only 34&35,_232_307_312_227,4754,1078,4,8,2,0,2,2,2,8,2,0,2,2,2,0
447,446,446,6,1,_2,only 2,1,3,_20_35_34,others,_221_219_134_301,235,875,4,24,6,0,6,6,6,4,1,0,1,1,1,0
6099,446,446,6,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,6,3,0,3,3,3,4,2,0,2,2,2,0
14354,446,446,6,1,_2,only 2,2,2,_35_34,only 34&35,_315_312_313_232,1495,1172,4,24,6,0,6,6,6,4,1,0,1,1,1,1
17914,446,446,6,2,_8_2,with 8,1,3,_35_11_34,others,_227_307_232_94_211_160_312_44,1080,1587,8,45,6,1,3,6,6,9,1,0,1,2,1,1
299,445,445,24,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,7,4,0,3,4,4,13,7,1,6,7,7,0
615,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,12,6,0,6,6,6,8,4,0,4,4,4,1
651,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,11,5,1,5,6,5,9,5,1,4,5,5,0
715,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,5,2,0,2,2,2,21,11,1,10,11,11,0
784,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,4,2,0,2,2,2,23,12,1,11,12,12,0
984,445,445,24,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,7,4,1,3,4,4,14,7,1,6,8,7,0
1071,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,16,8,0,8,8,8,6,3,0,3,3,3,0
2460,445,445,24,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,8,4,1,3,5,4,12,6,1,5,7,6,0
4410,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,3,2,0,2,2,2,30,15,0,15,15,15,0
4810,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,6,3,1,3,3,3,16,8,1,7,9,8,0
6047,445,445,24,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,32,16,11,8,24,16,4,2,1,1,3,2,1
6282,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,5,3,1,2,3,3,20,10,4,7,13,10,0
11936,445,445,24,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,3,2,0,2,2,2,29,15,2,13,16,15,0
13097,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_232_233_312_313,4754,1090,4,30,8,5,3,12,8,19,5,3,2,8,5,0
14518,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,1,1,0,1,1,1,71,36,2,34,37,36,0
15523,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_313_232_312,2145,857,3,29,10,12,3,24,3,19,6,5,1,9,9,0
15773,445,445,24,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,7,3,0,3,3,3,14,7,0,7,7,7,0
15838,445,445,24,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,4,2,0,2,2,2,27,14,4,11,16,14,0
18346,445,445,24,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,9,4,1,4,5,4,11,6,1,5,6,6,0
2692,444,444,4,1,_2,only 2,2,2,_34_35,only 34&35,_313_233,2145,546,2,4,2,0,2,2,2,4,2,0,2,2,2,0
3450,444,444,4,1,_2,only 2,1,3,_20_34_35,others,_301_307_134_219_227_312_232,707,1732,7,28,4,0,4,4,4,7,1,0,1,1,1,1
12908,444,444,4,1,_2,only 2,1,3,_34_20_35,others,_219_134_221_301,1152,875,4,16,4,0,4,4,4,4,1,0,1,1,1,0
1712,443,443,6,1,_2,only 2,2,2,_35_34,only 34&35,_232_313_312_315,4754,1172,4,24,6,0,6,6,6,4,1,0,1,1,1,1
1948,443,443,6,1,_2,only 2,2,2,_35_34,only 34&35,_312_307_232_227,5267,1078,4,17,4,2,2,6,5,7,2,1,1,3,2,0
4261,443,443,6,2,_2_8,with 8,1,2,_35_11,others,_94_44,140,138,2,12,6,0,6,6,6,2,1,0,1,1,1,0
8245,443,443,6,2,_2_8,with 8,1,3,_34_11_35,others,_227_95_189_232_312_307_67,1080,1429,7,42,6,0,6,6,6,7,1,0,1,1,1,1
9783,443,443,6,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,12,6,0,6,6,6,2,1,0,1,1,1,1
11574,443,443,6,1,_2,only 2,4,1,_35,only 35,_315_313_312,1495,940,3,18,6,0,6,6,6,3,1,0,1,1,1,0
6382,442,442,6,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,6,6,0,6,6,6,1,1,0,1,1,1,0
10624,442,442,6,1,_2,only 2,1,3,_35_34_20,others,_219_134_301_221,1152,875,4,24,6,0,6,6,6,4,1,0,1,1,1,0
13785,442,442,6,1,_2,only 2,2,2,_34_35,only 34&35,_233_313_312_232,1901,1090,4,24,6,0,6,6,6,4,1,0,1,1,1,1
15215,442,442,6,1,_2,only 2,2,2,_35_34,only 34&35,_232_315_312_233_235_313,4754,1640,6,10,2,0,2,2,2,22,4,1,3,4,4,1
1632,441,441,6,1,_2,only 2,2,2,_34_35,only 34&35,_312_227_232_307,5267,1078,4,24,6,0,6,6,6,4,1,0,1,1,1,1
4607,441,441,6,2,_2_8,with 8,1,4,_11_21_34_35,others,_211_307_94_227_135_232_312_44_160,104,1722,9,54,6,0,6,6,6,9,1,0,1,1,1,0
4931,441,441,6,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,6,6,0,6,6,6,1,1,0,1,1,1,1
9192,441,441,6,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,6,3,0,3,3,3,4,2,0,2,2,2,0
13779,441,441,6,1,_2,only 2,1,1,_20,only 20,_134_219,1419,353,2,12,6,0,6,6,6,2,1,0,1,1,1,0
16073,441,441,6,1,_2,only 2,2,2,_35_34,only 34&35,_232_312_307_227,4754,1078,4,10,2,1,2,3,3,11,3,1,2,4,3,0
13427,440,440,1,2,_2_8,with 8,1,2,_11_21,others,_135_160_44,126,339,3,3,1,0,1,1,1,4,1,1,1,2,1,0
6962,437,437,1,2,_8_2,with 8,1,4,_20_35_11_34,others,_312_219_67_232_134,5267,964,5,3,1,0,0,1,1,19,4,4,1,10,1,1
10866,436,436,1,1,_2,only 2,1,1,_20,only 20,_219_134,1152,353,2,2,1,0,1,1,1,2,1,0,1,1,1,1
8374,435,435,2,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,4,2,0,2,2,2,2,1,0,1,1,1,1
13031,435,435,2,1,_2,only 2,2,2,_34_35,only 34&35,_312_314_308_234_307_232_227_309,5267,2243,8,14,2,0,1,2,2,10,1,0,1,2,1,1
12649,434,434,1,1,_2,only 2,2,2,_34_35,only 34&35,_312_310_314_229_232_313_308_230_227_234_228_309_307,5267,3553,13,12,1,0,1,1,1,16,1,0,1,2,1,1
15514,430,430,4,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,1,1,0,1,1,1,11,6,1,5,6,6,0
17088,430,430,4,2,_8_2,with 8,2,3,_35_34_11,others,_44_160_307_227_312_232,187,1282,6,24,4,0,4,4,4,6,1,0,1,1,1,1
17991,430,430,4,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,2,1,0,1,1,1,10,5,0,5,5,5,0
12608,429,429,2,1,_8,only 8,1,1,_11,only 11,_160_44,179,204,2,4,2,0,2,2,2,2,1,0,1,1,1,1
18507,429,429,2,1,_2,only 2,4,1,_35,only 35,_94,140,94,1,2,2,0,2,2,2,1,1,0,1,1,1,0
2520,427,427,3,1,_2,only 2,4,1,_35,only 35,_315,1495,315,1,3,3,0,3,3,3,1,1,0,1,1,1,0
3812,427,427,3,1,_2,only 2,2,2,_35_34,only 34&35,_315_313_233_235,1495,1096,4,6,2,1,1,3,1,11,3,2,1,5,3,1
1517,426,426,2,1,_2,only 2,2,2,_35_34,only 34&35,_315_233_313,1495,861,3,4,1,1,1,2,1,7,2,2,1,4,2,0
12647,426,426,2,1,_2,only 2,4,1,_35,only 35,_313_315,2145,628,2,4,2,0,2,2,2,2,1,0,1,1,1,0
9932,425,425,2,1,_2,only 2,4,1,_35,only 35,_94,140,94,1,2,2,0,2,2,2,1,1,0,1,1,1,0
7344,424,424,3,1,_2,only 2,2,2,_34_35,only 34&35,_315_313_307_312_232,1495,1479,5,15,3,0,3,3,3,5,1,0,1,1,1,0
11582,424,424,3,1,_2,only 2,2,2,_34_35,only 34&35,_312_307_232_227,5267,1078,4,12,3,0,3,3,3,4,1,0,1,1,1,1
15875,424,424,3,2,_2_8,with 8,1,3,_11_34_35,others,_44_160_211_94,187,509,4,9,2,1,2,3,2,6,2,1,1,2,2,1
1754,423,423,1,1,_8,only 8,1,1,_11,only 11,_181,110,181,1,1,1,0,1,1,1,1,1,0,1,1,1,1
5329,421,421,2,2,_2_8,with 8,1,4,_11_20_34_35,others,_134_219_94_312_232_211_95_44_160_301_307,1419,2109,11,14,1,0,1,2,1,20,2,1,1,3,2,1
11232,421,421,2,1,_2,only 2,1,3,_34_20_35,others,_307_312_232_301_219_134,1597,1505,6,6,1,1,1,2,1,14,2,1,1,3,3,0
6805,420,420,3,1,_2,only 2,2,2,_35_34,only 34&35,_232_312_227_307,4754,1078,4,4,1,1,1,2,1,14,4,2,2,5,4,1
9536,420,420,3,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,2,1,0,1,1,1,6,3,0,3,3,3,1
9602,420,420,3,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,6,3,0,3,3,3,2,1,0,1,1,1,1
1148,419,419,4,1,_2,only 2,1,2,_20_35,others,_134_219_301_312_307,1419,1273,5,20,4,0,4,4,4,5,1,0,1,1,1,1
8888,419,419,4,1,_2,only 2,2,2,_34_35,only 34&35,_235_315_313_233,1294,1096,4,16,4,0,4,4,4,4,1,0,1,1,1,1
13,418,418,8,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,16,8,0,8,8,8,2,1,0,1,1,1,0
3263,418,418,8,1,_2,only 2,2,2,_34_35,only 34&35,_301_221,707,522,2,12,6,3,4,8,6,3,2,1,1,2,2,1
4727,418,418,8,1,_2,only 2,2,2,_34_35,only 34&35,_301_221,707,522,2,8,4,0,4,4,4,4,2,0,2,2,2,1
7677,418,418,8,1,_2,only 2,4,1,_35,only 35,_301,707,301,1,2,2,0,2,2,2,4,4,0,4,4,4,0
11104,418,418,8,1,_2,only 2,2,2,_35_34,only 34&35,_301_221,707,522,2,16,8,0,8,8,8,2,1,0,1,1,1,1
12712,418,418,8,1,_2,only 2,4,1,_35,only 35,_313_312,2145,625,2,16,8,0,8,8,8,2,1,0,1,1,1,0
18392,418,418,8,1,_2,only 2,2,2,_34_35,only 34&35,_313_233,2145,546,2,11,5,4,3,8,5,4,2,1,1,3,2,1
7796,416,416,4,1,_2,only 2,2,2,_34_35,only 34&35,_301_221,707,522,2,5,3,2,1,4,3,4,2,1,1,3,2,1
11270,416,416,4,1,_2,only 2,2,2,_35_34,only 34&35,_221_301,235,522,2,3,1,1,1,2,1,9,5,4,2,7,5,0
15260,416,416,4,1,_2,only 2,4,1,_35,only 35,_301,707,301,1,2,2,0,2,2,2,2,2,0,2,2,2,0
4883,415,415,6,1,_2,only 2,2,2,_34_35,only 34&35,_232_312_227_307,4754,1078,4,24,6,0,6,6,6,4,1,0,1,1,1,1
8911,415,415,6,1,_2,only 2,2,2,_34_35,only 34&35,_307_312_232,1597,851,3,18,6,0,6,6,6,3,1,0,1,1,1,1
13366,415,415,6,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,6,6,0,6,6,6,1,1,0,1,1,1,1
16659,415,415,6,1,_2,only 2,2,2,_34_35,only 34&35,_313_232_312_227_307,2145,1391,5,14,3,2,2,6,2,13,3,1,1,3,3,0
17297,415,415,6,1,_2,only 2,2,2,_34_35,only 34&35,_307_312_232_227,1597,1078,4,21,5,2,3,6,6,5,1,1,1,2,1,1
1424,414,414,6,1,_2,only 2,2,2,_34_35,only 34&35,_307_232_312,1597,851,3,11,4,2,2,6,3,6,2,1,1,3,2,0
5277,414,414,6,1,_2,only 2,2,2,_34_35,only 34&35,_307_312_232_227,1597,1078,4,21,5,2,3,6,6,5,1,1,1,2,1,1
10025,414,414,6,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,3,3,0,3,3,3,2,2,0,2,2,2,0
10952,414,414,6,1,_2,only 2,4,1,_35,only 35,_307_312,1597,619,2,12,6,0,6,6,6,2,1,0,1,1,1,0
13421,413,413,3,1,_8,only 8,1,1,_11,only 11,_160,179,160,1,3,3,0,3,3,3,1,1,0,1,1,1,0
14801,413,413,3,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,6,3,0,3,3,3,2,1,0,1,1,1,1
18472,413,413,3,1,_2,only 2,2,2,_34_35,only 34&35,_307_312_232_313_233,1597,1397,5,15,3,0,3,3,3,5,1,0,1,1,1,1
1271,410,410,3,1,_2,only 2,4,1,_35,only 35,_315_313,1495,628,2,6,3,0,3,3,3,2,1,0,1,1,1,0
14319,410,410,3,1,_2,only 2,2,2,_34_35,only 34&35,_315_312_232_313,1495,1172,4,12,3,0,3,3,3,4,1,0,1,1,1,0
3802,409,409,4,1,_2,only 2,2,2,_35_34,only 34&35,_233_315_312_235_313_232,1901,1640,6,13,2,1,1,4,2,13,2,1,1,3,2,1
3941,409,409,4,1,_2,only 2,2,2,_35_34,only 34&35,_233_313_312_315_235_232,1901,1640,6,20,3,1,2,4,4,8,1,1,1,2,1,1
16293,409,409,4,1,_2,only 2,2,2,_34_35,only 34&35,_312_232_307,5267,851,3,12,4,0,4,4,4,3,1,0,1,1,1,0
17989,409,409,4,1,_2,only 2,2,2,_35_34,only 34&35,_233_315_312_235_313,1901,1408,5,10,2,0,2,2,2,10,2,0,2,2,2,0
6136,408,408,5,1,_2,only 2,2,2,_34_35,only 34&35,_315_232_235_233_313_312,1495,1640,6,20,3,1,3,5,3,10,2,1,1,2,2,1
6988,408,408,5,1,_2,only 2,2,2,_34_35,only 34&35,_315_233_232_312_235_313,1495,1640,6,7,1,0,1,2,1,27,5,1,3,5,5,1
11342,408,408,5,1,_2,only 2,2,2,_35_34,only 34&35,_233_313_235_315,1901,1096,4,20,5,0,5,5,5,4,1,0,1,1,1,1
14690,408,408,5,1,_2,only 2,2,2,_34_35,only 34&35,_235_232_315_312_313_233,1294,1640,6,6,1,0,1,1,1,32,5,1,4,6,6,0
18226,408,408,5,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,5,3,0,3,3,3,4,2,0,2,2,2,0
1397,407,407,3,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,2,2,0,2,2,2,2,2,0,2,2,2,0
8293,407,407,3,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,3,3,0,3,3,3,1,1,0,1,1,1,0
10776,407,407,3,1,_2,only 2,2,2,_34_35,only 34&35,_312_232,5267,544,2,6,3,0,3,3,3,2,1,0,1,1,1,1
2564,406,406,4,1,_2,only 2,1,2,_20_35,others,_219_134_301,1152,654,3,12,4,0,4,4,4,3,1,0,1,1,1,1
3272,406,406,4,1,_2,only 2,2,2,_35_34,only 34&35,_312_228_314_232_234_308_309_229,5267,2166,8,32,4,0,4,4,4,8,1,0,1,1,1,1
10923,406,406,4,1,_2,only 2,2,2,_34_35,only 34&35,_312_232_309_314_234_229,5267,1630,6,24,4,0,4,4,4,6,1,0,1,1,1,1
3996,405,405,4,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,1,1,0,0,1,1,16,8,3,6,10,8,0
8597,405,405,4,1,_2,only 2,1,3,_34_20_35,others,_219_232_134_312_301_227_94_307,1152,1826,8,28,4,1,2,4,4,10,1,0,1,2,1,1
11962,405,405,4,1,_2,only 2,4,1,_35,only 35,_313_307_312,2145,932,3,12,4,0,4,4,4,3,1,0,1,1,1,0
9412,404,404,4,1,_2,only 2,2,2,_35_34,only 34&35,_232_307_233_313_312,4754,1397,5,18,4,1,2,4,4,6,1,0,1,2,1,1
10586,404,404,4,1,_2,only 2,1,2,_35_20,others,_219_134_301,1152,654,3,12,4,0,4,4,4,3,1,0,1,1,1,1
17977,404,404,4,1,_2,only 2,1,3,_34_35_20,others,_232_301_219_312_134_307_227,4754,1732,7,24,3,1,2,4,4,9,1,0,1,2,1,1
1910,403,403,3,1,_2,only 2,2,1,_34,others,_232,4754,232,1,3,3,0,3,3,3,1,1,0,1,1,1,1
7950,403,403,3,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,3,3,0,3,3,3,1,1,0,1,1,1,0
17608,403,403,3,2,_8_2,with 8,1,2,_34_11,others,_160_211,179,371,2,5,2,1,2,3,2,3,2,1,1,2,2,1
859,402,402,2,1,_2,only 2,1,3,_20_35_34,others,_219_134_301_221,1152,875,4,7,2,1,1,2,2,5,1,1,1,2,1,1
17424,402,402,2,1,_2,only 2,2,2,_35_34,only 34&35,_307_95_232_233_312_313,1597,1492,6,10,2,1,1,2,2,8,1,1,1,2,1,1
12531,401,401,2,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,2,2,0,2,2,2,1,1,0,1,1,1,0
14199,401,401,2,1,_2,only 2,4,1,_35,only 35,_307_312,1597,619,2,4,2,0,2,2,2,2,1,0,1,1,1,0
279,400,400,14,1,_2,only 2,4,1,_35,only 35,_312,5267,312,1,14,14,0,14,14,14,1,1,0,1,1,1,0
488,400,400,14,1,_2,only 2,4,1,_35,only 35,_301,707,301,1,7,7,0,7,7,7,2,2,0,2,2,2,0
3175,400,400,14,1,_2,only 2,2,2,_35_34,only 34&35,_312_232_227,5267,771,3,26,9,5,5,14,7,6,2,1,1,3,2,0
3506,400,400,14,1,_2,only 2,4,1,_35,only 35,_301,707,301,1,14,14,0,14,14,14,1,1,0,1,1,1,0
5920,400,400,14,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,7,4,0,4,4,4,8,4,0,4,4,4,0
5956,400,400,14,1,_2,only 2,2,2,_34_35,only 34&35,_221_301,235,522,2,28,14,0,14,14,14,2,1,0,1,1,1,1
9362,400,400,14,1,_2,only 2,1,3,_34_35_20,others,_134_219_221_301,1419,875,4,49,12,4,7,14,14,5,1,1,1,2,1,1
12594,400,400,14,1,_2,only 2,2,2,_35_34,only 34&35,_312_232_307_233_313,5267,1397,5,70,14,0,14,14,14,5,1,0,1,1,1,1
13101,400,400,14,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,16,8,8,2,14,8,7,4,4,1,6,4,0
13380,400,400,14,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,28,14,0,14,14,14,2,1,0,1,1,1,1
14719,400,400,14,1,_2,only 2,1,2,_35_21,others,_95_135,51,230,2,21,11,5,7,14,11,3,2,1,1,2,2,0
16039,400,400,14,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,11,5,2,4,7,5,6,3,1,2,4,3,0
1534,399,399,1,1,_2,only 2,2,2,_35_34,only 34&35,_309_232_312_229_228_308,627,1618,6,6,1,0,1,1,1,6,1,0,1,1,1,0
1499,398,398,3,1,_2,only 2,4,1,_35,only 35,_310_308_312_309,399,1239,4,12,3,0,3,3,3,4,1,0,1,1,1,0
9591,398,398,3,1,_2,only 2,4,1,_35,only 35,_301,707,301,1,3,3,0,3,3,3,1,1,0,1,1,1,0
10801,398,398,3,1,_2,only 2,4,1,_35,only 35,_307_312_314_313,1597,1246,4,12,3,0,3,3,3,4,1,0,1,1,1,0
7281,396,396,3,1,_2,only 2,1,2,_35_20,others,_301_134,707,435,2,6,3,0,3,3,3,2,1,0,1,1,1,0
17990,396,396,3,1,_2,only 2,4,1,_35,only 35,_308_307_309_312,484,1236,4,12,3,0,3,3,3,4,1,0,1,1,1,0
5860,395,395,4,1,_2,only 2,2,2,_35_34,only 34&35,_353_94_227_354,29,1028,4,16,4,0,4,4,4,4,1,0,1,1,1,1
13546,395,395,4,2,_2_8,with 8,1,3,_35_11_34,others,_211_353_277_278_307_44_94_160_312_354,104,2390,10,40,4,0,4,4,4,10,1,0,1,1,1,1
14093,395,395,4,1,_2,only 2,4,1,_35,only 35,_307_312,1597,619,2,8,4,0,4,4,4,2,1,0,1,1,1,0
11711,394,394,1,2,_8_2,with 8,2,2,_34_11,others,_44_227_160,187,431,3,3,1,0,1,1,1,3,1,0,1,1,1,1
7747,393,393,2,1,_2,only 2,2,2,_35_34,only 34&35,_232_312,4754,544,2,4,2,0,2,2,2,2,1,0,1,1,1,1
9107,393,393,2,1,_2,only 2,2,2,_34_35,only 34&35,_232_301_94_307,4754,934,4,8,2,0,2,2,2,4,1,0,1,1,1,0
14085,392,392,2,1,_8,only 8,1,1,_11,only 11,_160,179,160,1,2,2,0,2,2,2,1,1,0,1,1,1,1
7332,391,391,1,2,_8_2,with 8,1,4,_35_11_34_36,others,_160_278_354_277_353_181_312_117_211_29_232_94_237_44,179,2879,14,10,1,0,0,1,1,23,2,1,1,3,2,0
5669,390,390,4,2,_2_8,with 8,2,3,_11_34_35,others,_307_160_227_232_312_44,1597,1282,6,15,2,1,1,4,2,12,2,1,1,3,2,1
5962,390,390,4,1,_2,only 2,2,2,_35_34,only 34&35,_315_232_313_312,1495,1172,4,16,4,0,4,4,4,4,1,0,1,1,1,0
7848,390,390,4,1,_2,only 2,2,2,_35_34,only 34&35,_312_232,5267,544,2,1,1,0,1,1,1,14,7,0,7,7,7,1
9909,389,389,2,1,_2,only 2,2,2,_34_35,only 34&35,_232_312,4754,544,2,4,2,0,2,2,2,2,1,0,1,1,1,0
9964,389,389,2,1,_2,only 2,2,2,_34_35,only 34&35,_312_227_307_232,5267,1078,4,6,2,1,1,2,2,6,2,1,1,2,2,0
10280,388,388,4,2,_2_8,with 8,1,3,_35_11_34,others,_354_353_94_278_44_277_211_160,29,1771,8,29,4,1,1,4,4,10,1,1,1,3,1,1
11401,388,388,4,1,_2,only 2,1,3,_34_35_20,others,_227_134_357_312_358_95_301_232_219_307,1080,2542,10,33,3,1,1,4,4,14,1,1,1,3,1,1
15737,388,388,4,1,_2,only 2,4,1,_35,only 35,_312_307,5267,619,2,8,4,0,4,4,4,2,1,0,1,1,1,0
11057,386,386,2,1,_2,only 2,4,1,_35,only 35,_307_312,1597,619,2,4,2,0,2,2,2,2,1,0,1,1,1,0
17677,384,384,2,1,_2,only 2,2,2,_34_35,only 34&35,_313_312_232_307_315,2145,1479,5,10,2,0,2,2,2,5,1,0,1,1,1,0
